group	name	parent	label	depth	title	meaning	ALL	
animal	PieceOfAnimalMenu	piece(s) of {organism} brain	piece(s) of {organism} brain (raw)	2	. . . . piece(s) of {organism} brain (raw)	FOODON:02010260		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} kidney	1	. . piece(s) of {organism} kidney	FOODON:02010245		
animal	PieceOfAnimalMenu	piece(s) of {organism} kidney	piece(s) of {organism} kidney (raw)	2	. . . . piece(s) of {organism} kidney (raw)	FOODON:02010261		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} liver	1	. . piece(s) of {organism} liver	FOODON:02010246		
animal	PieceOfAnimalMenu	piece(s) of {organism} liver	piece(s) of {organism} liver (raw)	2	. . . . piece(s) of {organism} liver (raw)	FOODON:02010262		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} spleen	1	. . piece(s) of {organism} spleen	FOODON:02010247		
animal	PieceOfAnimalMenu	piece(s) of {organism} spleen	piece(s) of {organism} spleen (raw)	2	. . . . piece(s) of {organism} spleen (raw)	FOODON:02010263		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} lung	1	. . piece(s) of {organism} lung	FOODON:02010248		
animal	PieceOfAnimalMenu	piece(s) of {organism} lung	piece(s) of {organism} lung (raw)	2	. . . . piece(s) of {organism} lung (raw)	FOODON:02010264		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} gizzard	1	. . piece(s) of {organism} gizzard	FOODON:02010249		
animal	PieceOfAnimalMenu	piece(s) of {organism} gizzard	piece(s) of {organism} gizzard (raw)	2	. . . . piece(s) of {organism} gizzard (raw)	FOODON:02010265		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} tongue	1	. . piece(s) of {organism} tongue	FOODON:02010250		
animal	PieceOfAnimalMenu	piece(s) of {organism} tongue	piece(s) of {organism} tongue (raw)	2	. . . . piece(s) of {organism} tongue (raw)	FOODON:02010266		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} thymus	1	. . piece(s) of {organism} thymus	FOODON:02010251		
animal	PieceOfAnimalMenu	piece(s) of {organism} thymus	piece(s) of {organism} thymus (raw)	2	. . . . piece(s) of {organism} thymus (raw)	FOODON:02010267		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} pancreas	1	. . piece(s) of {organism} pancreas	FOODON:02010252		
animal	PieceOfAnimalMenu	piece(s) of {organism} pancreas	piece(s) of {organism} pancreas (raw)	2	. . . . piece(s) of {organism} pancreas (raw)	FOODON:02010268		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} ovary	1	. . piece(s) of {organism} ovary	FOODON:02010253		
animal	PieceOfAnimalMenu	piece(s) of {organism} ovary	piece(s) of {organism} ovary (raw)	2	. . . . piece(s) of {organism} ovary (raw)	FOODON:02010269		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} testicle	1	. . piece(s) of {organism} testicle	FOODON:02010254		
animal	PieceOfAnimalMenu	piece(s) of {organism} testicle	piece(s) of {organism} testicle (raw)	2	. . . . piece(s) of {organism} testicle (raw)	FOODON:02010270		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} stomach	1	. . piece(s) of {organism} stomach	FOODON:02010255		
animal	PieceOfAnimalMenu	piece(s) of {organism} stomach	piece(s) of {organism} stomach (raw)	2	. . . . piece(s) of {organism} stomach (raw)	FOODON:02010271		
animal	PieceOfAnimalMenu	piece(s) of {organism} organ	piece(s) of {organism} ear	1	. . piece(s) of {organism} ear	FOODON:02010256		
animal	PieceOfAnimalMenu	piece(s) of {organism} ear	piece(s) of {organism} ear (raw)	2	. . . . piece(s) of {organism} ear (raw)	FOODON:02010272		
